#xValues,yValues,integral,derivative
4.36363636363636,0.586623086227075,2.02296386374032,-0.199354836590914
4.45454545454546,0.568195218171881,2.07546053198307,-0.206509034736459
4.54545454545455,0.548994030072607,2.12624865128539,-0.216367877560697
4.63636363636364,0.528773645140279,2.17524674360739,-0.22893136506363
4.72727272727273,0.507288186585926,2.22235097847386,-0.244199497245257
4.81818181818182,0.484291777620575,2.2674351729742,-0.262172274105578
4.90909090909091,0.459538541455254,2.31035079176245,-0.282849695644594
5,0.432782601300991,2.35092694705731,-0.306231761862303
5.09090909090909,0.404092216904436,2.38897753810881,-0.32195196708319
5.18181818181818,0.374792194154725,2.42437978533226,-0.319643805631739
5.27272727272727,0.346521475476615,2.45715276444214,-0.29930727750795
5.36363636363636,0.320919003294865,2.48746454591881,-0.260942382711822
5.45454545454546,0.299623720034233,2.51563219500851,-0.204549121243356
5.54545454545455,0.284274568119477,2.54212177172339,-0.130127493102553
5.63636363636364,0.276510489975355,2.56754833084147,-0.0376774982894105
5.72727272727273,0.277970428026625,2.59267592190665,0.0728008631960696
5.81818181818182,0.290293324698045,2.61841758922874,0.201307591353888
5.90909090909091,0.315118122414372,2.64583537188341,0.347842686184044
6,0.354083763600366,2.67614030371225,0.512406147686539
6.09090909090909,0.407896901617674,2.71067122493491,0.664232436778742
6.18181818181818,0.473535033575503,2.75066170988336,0.772556014378023
6.27272727272727,0.547043367519953,2.79700699473611,0.837376880484383
6.36363636363636,0.624467111497121,2.8502427891304,0.858695035097821
6.45454545454546,0.701851473553105,2.91054527616221,0.836510478218337
6.54545454545455,0.775241661734003,2.97773111238627,0.770823209845931
6.63636363636364,0.840682884085913,3.051257427816,0.661633229980604
6.72727272727273,0.894220348654933,3.13022182592362,0.508940538622355
6.81818181818182,0.931899263487161,3.21336238364003,0.312745135771184
6.90909090909091,0.949764836628696,3.2990576513549,0.073047021427092
7,0.943862276125635,3.38532665291662,-0.210153804409922
7.09090909090909,0.911680891949187,3.46986170613063,-0.489201978211195
7.18181818181818,0.856486401771006,3.55038944824066,-0.716442136448061
7.27272727272727,0.782988625187854,3.62503186141006,-0.891874279120524
7.36363636363636,0.695897381796498,3.69233909322002,-1.01549840622858
7.45454545454546,0.599922491193701,3.75128945666968,-1.08731451777223
7.54545454545455,0.499773772976227,3.80128943017601,-1.10732261375147
7.63636363636364,0.400161046740839,3.8421736575739,-1.07552269416631
7.72727272727273,0.305794132084303,3.87420494811613,-0.991914759016747
7.81818181818182,0.221382848603383,3.89807427647334,-0.856498808302776
7.90909090909091,0.151637015894841,3.91490078273409,-0.669274842024399
8,0.101266453555444,3.9262317724048,-0.430242860181616
8.09090909090909,0.0738310856436153,3.93401658242029,-0.177349415539584
8.18181818181818,0.0682912540644307,3.94031910725917,0.0514589391365375
8.27272727272727,0.0824574051846253,3.94703032505926,0.256182203846755
8.36363636363636,0.114139985370934,3.95584216362808,0.436820378591061
8.45454545454546,0.161149440990094,3.96824750044285,0.593373463369463
8.54545454545454,0.221296218408839,3.98554016265051,0.725841458181954
8.63636363636364,0.292390763993907,4.00881492706768,0.83422436302854
8.72727272727273,0.37224352411203,4.0389675201807,0.918522177909216
8.81818181818182,0.458664945129949,4.07669461814562,0.978734902823986
8.90909090909091,0.549465473414396,4.12249384678817,1.01486253777285
9,0.642455555332105,4.17666378160379,1.0269050827558
